词语	词性	权重	词频
校园	n	3.51	2
倾向	n	3.51	2
总部	n	3.51	2
省市	n	3.51	2
忘记	v	3.51	2
增幅	n	3.51	2
集装箱	n	3.51	2
加剧	v	3.51	2
鲜花	n	3.51	2
政委	n	3.51	2
论证	vn	3.51	2
会计	n	3.51	2
互利	vd	3.51	2
车间	n	3.51	2
主教练	n	3.51	2
难忘	v	3.51	2
定位	vn	3.51	2
档案	n	3.51	2
高层	n	3.51	2
爆炸	vn	3.51	2
年产	v	3.51	2
原料	n	3.51	2
人选	n	3.51	2
聘请	v	3.51	2
送给	v	3.51	2
政法	n	3.51	2
文献	n	3.51	2
击败	v	3.51	2
装置	n	3.51	2
起步	vn	3.51	2
景象	n	3.51	2
品质	n	3.51	2
京城	n	3.51	2
争夺	v	3.51	2
出国	vi	3.51	2
放心	v	3.51	2
伴随	v	3.51	2
成人	n	3.51	2
企图	vn	3.51	2
医学	n	3.51	2
口号	n	3.51	2
等级	n	3.51	2
承办	v	3.51	2
如同	v	3.51	2
成分	n	3.51	2
划分	v	3.51	2
前列	n	3.51	2
化学	n	3.51	2
抽查	vn	3.51	2
救援	vn	3.51	2
初中	n	3.51	2
责令	v	3.51	2
占地	v	3.51	2
多样化	vi	3.51	2
丧失	vn	3.51	2
诗歌	n	3.51	2
传来	v	3.51	2
上来	vf	3.51	2
高峰	n	3.51	2
严禁	v	3.51	2
留学	v	3.51	2
清除	v	3.51	2
现任	v	3.51	2
激情	n	3.51	2
抵制	v	3.51	2
书店	n	3.51	2
迈向	v	3.51	2
较量	v	3.51	2
暴露	v	3.51	2
战术	n	3.51	2
行人	n	3.51	2
看待	v	3.51	2
敦促	v	3.51	2
同类	n	3.51	2
大于	v	3.51	2
教室	n	3.51	2
强制	v	3.51	2
进度	n	3.51	2
天空	n	3.51	2
得出	v	3.51	2
杜绝	v	3.51	2
器材	n	3.51	2
红色	n	3.51	2
实物	n	3.51	2
忧虑	vn	3.51	2
侦查	vn	3.51	2
花钱	vi	3.51	2
金钱	n	3.51	2
停产	vi	3.51	2
发掘	v	3.51	2
篮球	n	3.51	2
验收	v	3.51	2
都市	n	3.51	2
传递	vn	3.51	2
建筑物	n	3.51	2
构筑	v	3.51	2
立法会	n	3.51	2
阻碍	v	3.51	2
不怕	v	3.51	2
战略性	n	3.51	2
跟踪	vn	3.51	2
往事	n	3.51	2
仪器	n	3.51	2
弟弟	n	3.51	2
无效	vi	3.51	2
争议	vn	3.51	2
转为	v	3.51	2
全长	n	3.51	2
便于	v	3.51	2
企业界	n	3.51	2
大道	n	3.51	2
温度	n	3.51	2
商量	v	3.51	2
热带	n	3.51	2
也就是说	vl	3.51	2
减弱	v	3.51	2
介入	vn	3.51	2
集团公司	n	3.51	2
漫画	n	3.51	2
趋于	v	3.51	2
借口	n	3.51	2
技巧	n	3.51	2
产出	v	3.51	2
可惜	v	3.51	2
管辖	vn	3.51	2
召集	v	3.51	2
取缔	v	3.51	2
攻击	v	3.51	2
打入	v	3.51	2
失利	vi	3.51	2
缺陷	n	3.51	2
商谈	vn	3.51	2
阵容	n	3.51	2
提取	v	3.51	2
灯光	n	3.51	2
剩余	vn	3.51	2
运动会	n	3.51	2
思念	vn	3.51	2
可望	v	3.51	2
献血	vn	3.51	2
民意	n	3.51	2
上场	vi	3.51	2
名叫	v	3.51	2
新村	n	3.51	2
战场	n	3.51	2
大奖赛	n	3.51	2
封锁	v	3.51	2
分化	vn	3.51	2
感叹	vn	3.51	2
坐落	vi	3.51	4
含有	v	3.51	2
移交	v	3.51	2
制造业	n	3.51	2
增加值	n	3.51	2
出身	v	3.51	2
余地	n	3.51	2
游览	v	3.51	2
经济危机	nl	3.51	2
跻身	v	3.51	2
时速	n	3.51	2
身着	v	3.51	2
当成	v	3.51	2
妹妹	n	3.51	2
通行	vi	3.51	2
燃气	n	3.51	2
风尚	n	3.51	2
游戏	n	3.51	2
购置	vn	3.51	2
界定	v	3.51	2
税费	n	3.51	2
家族	n	3.51	2
旅馆	n	3.51	2
变相	vd	3.51	2
积蓄	n	3.51	2
常识	n	3.51	2
侵害	v	3.51	4
流传	v	3.51	2
辅助	vn	3.51	2
时光	n	3.51	2
排队	vi	3.51	2
市容	n	3.51	2
新药	n	3.51	2
增设	v	3.51	2
大桥	n	3.51	2
奔驰	nz	3.51	2
起飞	vi	3.51	2
叫做	v	3.51	2
名次	n	3.51	2
渔民	n	3.51	4
定于	v	3.51	2
误解	n	3.51	2
厨房	n	3.51	2
车厢	n	3.51	2
参观者	n	3.51	2
在建	v	3.51	2
焕发	v	3.51	2
诚意	n	3.51	2
进驻	v	3.51	4
穆斯林	nz	3.51	2
拖延	v	3.51	2
兼任	v	3.51	2
建树	n	3.51	2
突击	vn	3.51	2
名气	n	3.51	2
关联	vn	3.51	2
地步	n	3.51	2
防伪	vn	3.51	2
效力	n	3.51	2
选用	v	3.51	2
反差	n	3.51	2
转交	v	3.51	2
军方	n	3.51	2
不堪	v	3.51	2
意味	n	3.51	2
攻势	n	3.51	2
杯	ng	3.51	8
兑现	v	3.51	2
担当	v	3.51	2
分享	v	3.51	2
传奇	n	3.51	2
时装	n	3.51	2
二等奖	n	3.51	2
笑容	n	3.51	2
出手	vi	3.51	2
特邀	vn	3.51	2
点球	n	3.51	2
特性	n	3.51	2
倒塌	v	3.51	2
航道	n	3.51	4
任教	vi	3.51	2
买房	v	3.51	2
本科	n	3.51	2
追踪	vd	3.51	2
总工程师	n	3.51	2
联名	vd	3.51	2
合成	vn	3.51	2
加盟	v	3.51	2
澄清	vi	3.51	2
当地人	n	3.51	2
配股	v	3.51	2
教育家	n	3.51	2
许可	vn	3.51	2
节能	vi	3.51	2
主意	n	3.51	2
扑灭	v	3.51	2
行走	vi	3.51	2
索赔	v	3.51	2
语文	n	3.51	2
供需	n	3.51	2
条文	n	3.51	2
组织部	n	3.51	2
忙于	v	3.51	2
看重	v	3.51	2
高价	n	3.51	2
突发	vn	3.51	2
装卸	v	3.51	2
雨夹雪	nl	3.51	2
捕捉	v	3.51	2
许诺	v	3.51	2
出示	v	3.51	2
强迫	v	3.51	2
房产	n	3.51	2
相处	vi	3.51	2
乘务员	n	3.51	2
聊天	vi	3.51	2
开场	vi	3.51	2
闪光	n	3.51	2
cMOS	n	3.51	2
舍得	v	3.51	2
侵占	v	3.51	2
警示	vn	3.51	2
中标	vi	3.51	2
牌照	n	3.51	2
酒会	n	3.51	2
文书	n	3.51	2
台资	n	3.51	2
一身	n	3.51	2
骗取	v	3.51	2
想不到	vl	3.51	2
涉足	v	3.51	2
攀升	v	3.51	2
途经	v	3.51	2
钞票	n	3.51	2
注意力	n	3.51	2
信用卡	n	3.51	2
扰乱	v	3.51	2
归属	v	3.51	2
驾车	vi	3.51	2
石化	n	3.51	2
扭曲	vi	3.51	2
感冒	vi	3.51	2
外企	n	3.51	2
通知书	n	3.51	2
琢磨	v	3.51	2
触动	v	3.51	2
半岛	n	3.51	2
神情	n	3.51	2
被子	n	3.51	2
隐瞒	v	3.51	2
版权	n	3.51	2
沉思	vi	3.51	4
出入	n	3.51	2
解救	v	3.51	2
升高	v	3.51	2
地名	n	3.51	2
姐姐	n	3.51	2
公主	n	3.51	2
殿堂	n	3.51	2
打折	v	3.51	4
陶瓷	n	3.51	2
高性能	n	3.51	2
申办	v	3.51	2
目的地	n	3.51	2
舍不得	v	3.51	2
模仿	v	3.51	2
预警	vn	3.51	2
储户	n	3.51	2
路程	n	3.51	2
西红柿	n	3.51	2
尾声	n	3.51	2
使用者	n	3.51	2
做事	vi	3.51	2
巨款	n	3.51	2
练习	v	3.51	2
星球	n	3.51	2
重现	v	3.51	2
历年	n	3.51	2
衣物	n	3.51	2
赶回	v	3.51	2
老龄化	vn	3.51	2
附属	vn	3.51	2
危房	n	3.51	2
启蒙	vn	3.51	2
对应	vi	3.51	2
总队	n	3.51	2
捕捞	vn	3.51	4
充电	vi	3.51	2
强者	n	3.51	2
没什么	vl	3.51	2
拍板	vi	3.51	2
除外	vi	3.51	2
剧情	n	3.51	2
关乎	v	3.51	2
机型	n	3.51	2
土豆	n	3.51	2
视觉	n	3.51	2
图纸	n	3.51	2
款式	n	3.51	2
亮点	n	3.51	2
停顿	vi	3.51	2
微调	v	3.51	2
家门口	n	3.51	2
开战	vi	3.51	2
专柜	n	3.51	2
吞吐量	n	3.51	2
融化	vi	3.51	2
硬仗	n	3.51	2
寻觅	v	3.51	2
此起彼伏	vl	3.51	2
权责	n	3.51	2
醒来	vi	3.51	2
专长	n	3.51	2
来回	vi	3.51	2
神韵	n	3.51	2
定义	n	3.51	2
反抗	v	3.51	2
起身	vi	3.51	2
摩擦	v	3.51	2
抗衡	vi	3.51	2
总监	n	3.51	2
马拉松	n	3.51	2
赶超	v	3.51	2
致命	vi	3.51	2
饰演	v	3.51	2
载入	v	3.51	2
惨遭	v	3.51	2
承接	vn	3.51	2
牵涉	v	3.51	2
擅长	v	3.51	2
颁发	v	3.51	2
掩护	v	3.51	4
管理层	n	3.51	2
持枪	vi	3.51	2
国籍	n	3.51	2
逼近	v	3.51	2
基数	n	3.51	2
错过	v	3.51	2
逃离	v	3.51	2
电影节	n	3.51	2
吻合	vi	3.51	2
服役	vi	3.51	2
分数	n	3.51	2
底层	n	3.51	2
修好	vi	3.51	2
主旨	n	3.51	2
设定	v	3.51	2
天涯	n	3.51	2
过境	vn	3.51	2
停靠	v	3.51	2
感光	vn	3.51	2
鞋子	n	3.51	2
集合	n	3.51	2
大本营	n	3.51	2
征战	vi	3.51	2
体育运动	n	3.51	2
山寨	n	3.51	2
联结	v	3.51	2
直达	vn	3.51	4
团圆	vi	3.51	2
车道	n	3.51	2
露面	vi	3.51	2
调出	v	3.51	2
放大	v	3.51	2
宣判	v	3.51	2
转折点	n	3.51	2
展台	n	3.51	2
净增	v	3.51	2
分辨	v	3.51	4
客房	n	3.51	2
头衔	n	3.51	2
外形	n	3.51	2
车门	n	3.51	2
网页	n	3.51	2
图形	n	3.51	2
筹办	v	3.51	2
迷失	v	3.51	2
钱包	n	3.51	2
盈亏	n	3.51	2
除去	v	3.51	2
管理员	n	3.51	2
直言	vi	3.51	2
雇佣	v	3.51	2
飙升	v	3.51	2
核对	v	3.51	2
进场	vi	3.51	2
言辞	n	3.51	2
跃跃欲试	vl	3.51	2
喝酒	vi	3.51	2
留意	v	3.51	2
适得其反	vl	3.51	4
茶水	n	3.51	4
大客车	n	3.51	2
破碎	v	3.51	2
电影院	n	3.51	2
体检	vn	3.51	2
解冻	vi	3.51	2
指挥员	n	3.51	2
劝阻	v	3.51	2
季节性	n	3.51	2
谎言	n	3.51	2
爱上	v	3.51	2
高尔夫球	n	3.51	2
驱散	v	3.51	2
被害人	n	3.51	4
与日俱增	vl	3.51	2
伤势	n	3.51	2
调侃	v	3.51	2
日照	n	3.51	2
无需	v	3.51	2
获益	vi	3.51	2
逃跑	v	3.51	2
直面	v	3.51	2
身价	n	3.51	2
拿到	v	3.51	2
发觉	v	3.51	2
深思熟虑	nl	3.51	2
出乎意料	vl	3.51	2
同居	vi	3.51	2
西北风	n	3.51	2
高血压	n	3.51	2
壮汉	n	3.51	2
走红	vi	3.51	2
休养	v	3.51	2
密码	n	3.51	2
配对	vi	3.51	2
展馆	n	3.51	2
领奖	vi	3.51	2
停工	vi	3.51	2
胡萝卜	n	3.51	2
船队	n	3.51	2
逼供	vi	3.51	2
分手	vi	3.51	2
光学	n	3.51	2
钢板	n	3.51	2
情理	n	3.51	2
买家	n	3.51	2
路人	n	3.51	4
空姐	n	3.51	2
未婚	vn	3.51	2
丛生	vi	3.51	2
热身	vi	3.51	2
水墨画	n	3.51	2
聚首	vi	3.51	2
圆形	n	3.51	2
按捺不住	vl	3.51	2
恋爱	vi	3.51	2
人质	n	3.51	2
歉意	n	3.51	2
拒之门外	vl	3.51	2
降幅	n	3.51	2
着火	vi	3.51	2
扬眉吐气	vl	3.51	2
民生	n	3.51	2
运输机	n	3.51	2
大雾	n	3.51	2
复印件	n	3.51	2
偶像	n	3.51	2
离职	vi	3.51	2
涉案	vn	3.51	2
燃油	n	3.51	2
楼层	n	3.51	2
列支	v	3.51	2
核反应堆	nl	3.51	2
互换	vn	3.51	2
车牌	n	3.51	2
当事	n	3.51	2
货船	n	3.51	2
人来人往	vl	3.51	2
酒席	n	3.51	2
戒指	n	3.51	2
热销	vn	3.51	2
入院	vi	3.51	2
女方	n	3.51	2
火车票	n	3.51	2
猜想	vn	3.51	2
垫底	vi	3.51	2
文明办	n	3.51	2
全境	n	3.51	4
尝尝	v	3.51	4
账簿	n	3.51	2
举报信	n	3.51	2
控诉	v	3.51	2
付费	v	3.51	2
德语	nz	3.51	2
路费	n	3.51	2
迎刃而解	vl	3.51	2
新政	n	3.51	2
出品	vi	3.51	2
载荷	n	3.51	2
时刻表	n	3.51	2
砖头	n	3.51	2
填报	v	3.51	2
商铺	n	3.51	2
产科	n	3.51	2
美女	n	3.51	2
生产商	n	3.51	2
三角	n	3.51	2
坦白	v	3.51	2
擦肩而过	vl	3.51	4
忘掉	v	3.51	2
血迹	n	3.51	2
烧伤	v	3.51	2
悄无声息	vl	3.51	2
道口	n	3.51	2
地铁站	n	3.51	2
情人	n	3.51	2
射手	n	3.51	2
推力	n	3.51	2
八卦	n	3.51	2
自首	vi	3.51	2
应声	vi	3.51	2
劲敌	n	3.51	2
上行	vi	3.51	2
小吃店	n	3.51	2
不了了之	vl	3.51	2
影坛	n	3.51	2
送往	v	3.51	2
子虚乌有	vl	3.51	4
扶手	n	3.51	2
鱼肉	n	3.51	2
牛市	n	3.51	2
取款	vi	3.51	2
匹配	vi	3.51	2
朝向	v	3.51	2
三足鼎立	vl	3.51	2
传帮带	n	3.51	2
登录	vn	3.51	2
主叫	v	3.51	4
痛恨	v	3.51	2
爆冷	v	3.51	2
绯闻	n	3.51	2
炮台	n	3.51	2
羞愧	vn	3.51	2
背部	n	3.51	4
犯难	vi	3.51	2
音频	n	3.51	2
避让	v	3.51	2
母语	n	3.51	2
返工	vi	3.51	2
高尔夫	n	3.51	2
沦落	v	3.51	2
实习生	n	3.51	2
帮帮	v	3.51	4
复婚	vi	3.51	4
步长	nz	3.51	2
医学院	n	3.51	2
买入	v	3.51	2
休战	vi	3.51	2
驶向	v	3.51	2
跳闸	vi	3.51	2
特例	n	3.51	2
课文	n	3.51	2
中控室	n	3.51	2
黄牛党	n	3.51	2
休庭	v	3.51	2
粉丝	n	3.51	2
寒潮	n	3.51	2
榜上无名	vl	3.51	2
供给量	n	3.51	2
奥委会	n	3.51	2
带伤	vd	3.51	2
逛逛	v	3.51	4
停薪留职	vl	3.51	2
缺斤少两	vl	3.51	2
预告	v	3.51	2
化名	n	3.51	2
引擎	n	3.51	2
依存度	n	3.51	2
触摸屏	n	3.51	2
耳机	n	3.51	2
副总	n	3.51	2
总价	n	3.51	2
文说	n	3.51	2
航路	n	3.51	2
同济	nz	3.51	2
环幕	n	3.51	2
纠错	vn	3.51	2
棋牌	n	3.51	2
平分秋色	vl	3.51	2
金枪鱼	n	3.51	4
手柄	n	3.51	2
妓女	n	3.51	2
盛传	v	3.51	2
无底洞	n	3.51	2
氧化铝	n	3.51	2
钻空子	vi	3.51	2
造纸业	n	3.51	2
影业	n	3.51	2
倭寇	n	3.51	4
胸中有数	vl	3.51	2
弹丸	n	3.51	2
助养	vn	3.51	2
关机	vi	3.51	4
强奸罪	n	3.51	2
老吾老以及人之老	vl	3.51	4
冰激凌	n	3.51	2
建业	v	3.51	2
家政学	n	3.51	2
重工	nz	3.51	2
见世面	vi	3.51	2
讨还	v	3.51	2
练习场	n	3.51	2
砍价	v	3.51	2
声名远播	vl	3.51	4
几率	n	3.51	2
地标	n	3.51	2
赌气	v	3.51	2
快班	n	3.51	2
下跪	v	3.51	2
海通	nz	3.51	2
中粮	nz	3.51	2
新浪	nz	3.51	2
奸情	n	3.51	2
亚泰	nz	3.51	2
冬令营	n	3.51	2
日光浴	n	3.51	2
偶合	n	3.51	2
物美	nz	3.51	2
避讳	v	3.51	2
脚力	n	3.51	4
归拢	v	3.51	2
米格	n	3.51	2
黄	nr1	3.50	16
被迫	d	3.50	6
文	ng	3.50	10
乘	v	3.50	13
眼	n	3.49	18
内地	s	3.49	12
整治	vn	3.49	7
先行	vd	3.49	7
客	ng	3.49	11
尽量	d	3.48	6
以下	f	3.48	12
山	n	3.48	12
内需	n	3.48	5
环游	v	3.48	5
大多	d	3.48	10
10万	m	3.47	5
有点	d	3.46	8
彩	ng	3.45	18
18	m	3.45	9
摆	v	3.44	11
一边	d	3.44	8
日益	d	3.42	7
似乎	d	3.42	7
广大	b	3.42	13
海洋	n	3.42	3
加工	vn	3.42	3
作者	n	3.42	3
立场	n	3.42	3
战胜	v	3.42	3
流动	vn	3.42	3
语言	n	3.42	3
加以	vx	3.42	3
节日	n	3.42	3
条例	n	3.42	3
慰问	v	3.42	3
哲学	n	3.42	3
病人	n	3.42	3
骨干	n	3.42	3
预防	v	3.42	3
顾客	n	3.42	3
考验	v	3.42	3
华侨	n	3.42	3
转让	v	3.42	3
后果	n	3.42	6
期限	n	3.42	3
饭店	n	3.42	3
吃饭	vi	3.42	3
收集	v	3.42	3
大小	n	3.42	3
阅读	v	3.42	3
生机	n	3.42	3
零售	vn	3.42	3
勇气	n	3.42	3
战友	n	3.42	3
批发	vn	3.42	3
投向	vn	3.42	3
急需	v	3.42	3
地理	n	3.42	3
压缩	v	3.42	3
抑制	v	3.42	3
形态	n	3.42	3
跨越	v	3.42	3
地域	n	3.42	3
代表性	n	3.42	3
推迟	v	3.42	3
支队	n	3.42	3
打下	v	3.42	3
职员	n	3.42	3
接轨	vi	3.42	3
心声	n	3.42	3
进军	v	3.42	3
序幕	n	3.42	3
祝福	vn	3.42	3
临近	v	3.42	3
辖区	n	3.42	3
传真	n	3.42	3
迹象	n	3.42	3
领略	v	3.42	3
支配	v	3.42	3
外籍	n	3.42	3
通车	vi	3.42	3
分量	n	3.42	3
剧本	n	3.42	3
说服	v	3.42	3
常规	n	3.42	3
范畴	n	3.42	3
走廊	n	3.42	3
石头	n	3.42	3
寄托	v	3.42	3
清华	nz	3.42	3
开车	vi	3.42	3
何在	vi	3.42	3
流量	n	3.42	3
阻力	n	3.42	3
积分	n	3.42	3
上前	vi	3.42	3
年纪	n	3.42	3
邮件	n	3.42	3
下班	vi	3.42	3
事务所	n	3.42	3
看不到	v	3.42	3
点燃	v	3.42	3
揭开	v	3.42	3
测量	vn	3.42	3
做饭	vi	3.42	3
平房	n	3.42	3
穿越	v	3.42	3
公共场所	n	3.42	3
涵盖	v	3.42	3
津贴	n	3.42	3
成品油	n	3.42	3
欲望	n	3.42	3
报考	v	3.42	3
退休金	n	3.42	6
打交道	vi	3.42	3
文凭	n	3.42	3
罪名	n	3.42	3
一汽	n	3.42	3
相聚	v	3.42	3
外地人	n	3.42	3
毗邻	vi	3.42	3
别墅	n	3.42	3
后悔	v	3.42	3
救命	vn	3.42	3
说来	v	3.42	3
椅子	n	3.42	3
史实	n	3.42	3
倒数	v	3.42	3
人行道	n	3.42	3
雏形	n	3.42	3
魄力	n	3.42	3
总领事	n	3.42	3
婆婆	n	3.42	3
住宅区	n	3.42	3
轮胎	n	3.42	3
雷同	vi	3.42	3
推卸	v	3.42	3
参数	n	3.42	3
传承	vi	3.42	3
过不去	vi	3.42	3
快报	n	3.42	3
排水	vn	3.42	6
必经	vn	3.42	3
步兵	n	3.42	3
房门	n	3.42	3
人海	n	3.42	6
托付	v	3.42	3
褪色	vi	3.42	3
相爱	vi	3.42	3
底气	n	3.42	3
常住	vn	3.42	3
吵架	vi	3.42	3
小菜	n	3.42	3
埋伏	v	3.42	3
不谙	v	3.42	3
愤愤不平	vl	3.42	3
眼球	n	3.42	3
操之过急	vl	3.42	6
手持	v	3.42	3
费尽周折	vl	3.42	3
配售	vn	3.42	3
性关系	n	3.42	3
倍数	n	3.42	3
精疲力竭	vl	3.42	3
棕榈油	n	3.42	3
情事	n	3.42	3
静静	nr2	3.42	3
矿砂	n	3.42	3
大过	n	3.42	3
19	m	3.41	10
33	m	3.41	6
家里	s	3.41	13
至今	d	3.40	8
到期	vi	3.40	4
安	v	3.40	52
详细	a	3.40	17
40	m	3.36	7
相继	d	3.35	8
今年	t	3.35	115
赢	v	3.35	17
衔接	vi	3.34	5
17	m	3.33	8
无疑	d	3.31	10
成就	n	3.30	4
养老	vn	3.30	4
提到	v	3.30	4
决算	n	3.30	4
对接	vi	3.30	4
重演	v	3.30	4
工业区	n	3.30	4
迪斯尼	nz	3.30	4
联播	vn	3.30	4
保荐	vn	3.30	4
许多	m	3.29	17
船	n	3.25	14
秘密	ad	3.25	4
火爆	a	3.25	8
正规	a	3.25	4
顶	v	3.25	7
便宜	a	3.24	6
虚假	a	3.24	7
80%	m	3.23	6
签	v	3.22	22
几	m	3.22	111
iSO	n	3.22	7
有力	a	3.21	6
兴奋	a	3.21	7
异常	a	3.21	7
征服	v	3.20	10
事实上	bl	3.20	11
护航	vn	3.20	5
裂痕	n	3.20	5
溢出	v	3.20	5
汤	n	3.20	17
存	v	3.20	8
游	v	3.20	8
节	n	3.20	8
升	v	3.20	13
龙	n	3.18	9
多次	mq	3.18	9
激烈	a	3.18	5
极大	a	3.18	5
谨慎	a	3.18	5
干净	a	3.18	5
舒适	a	3.18	5
慈善	a	3.18	5
恐慌	an	3.18	5
冲	v	3.18	10
运	v	3.17	8
织	v	3.17	17
属	v	3.17	7
儿	ng	3.17	9
尽	vi	3.16	10
陌生	a	3.16	7
单纯	a	3.16	6
和谐	an	3.16	6
50%	m	3.15	6
麻烦	an	3.15	5
售	v	3.15	8
305	m	3.15	5
3万	m	3.15	5
一下	mq	3.15	9
路上	s	3.15	20
落	v	3.14	9
借	v	3.14	9
集	vg	3.14	9
榜	n	3.14	11
婚	ng	3.13	21
大多数	m	3.13	11
清楚	a	3.13	10
看出	v	3.12	6
室	n	3.11	13
列	n	3.11	9
平等	a	3.11	4
盲目	ad	3.11	4
遗憾	a	3.11	4
短暂	a	3.11	4
坚挺	a	3.11	4
切实	ad	3.10	7
倪震	nr	3.10	10
业	ng	3.10	14
lCD	n	3.08	4
110	m	3.08	4
30%	m	3.08	4
发达	a	3.08	7
坚实	a	3.08	7
境外	s	3.08	14
适当	a	3.07	5
危险	an	3.07	5
权威	a	3.07	5
审慎	ad	3.07	5
09	m	3.07	14
美好	a	3.06	10
单	d	3.05	44
词	n	3.05	13
实验	vn	3.05	13
本来	d	3.04	8
杨	ng	3.04	15
随后	d	3.03	18
卫视	n	3.03	6
尽快	d	3.02	10
往往	d	3.01	7
知名	a	3.01	8
例	n	3.00	22
悦达	nz	3.00	8
88	m	2.99	12
砒霜	n	2.99	6
赵	nr1	2.99	14
原本	d	2.98	9
nBA	n	2.97	3
d80	n	2.97	3
1699	m	2.97	3
几千	m	2.97	3
≤3.0	m	2.97	3
数万	m	2.97	3
851万	m	2.97	3
／Next	n	2.97	3
5700	m	2.97	3
150	m	2.97	3
180	m	2.97	3
160	m	2.97	3
1万	m	2.97	3
钗头凤	n	2.96	14
名列	v	2.95	2
慢慢	d	2.95	8
福	n	2.95	8
始终	d	2.95	5
互相	d	2.95	5
只好	d	2.95	5
竟然	d	2.95	5
赶紧	d	2.95	5
44	m	2.95	5
难道	d	2.94	9
设	v	2.94	8
河谷	n	2.93	11
最为	d	2.92	6
极其	d	2.92	6
私下	d	2.92	6
较为	d	2.92	8
maran	n	2.92	2
chongqingRd.	n	2.92	2
第09135	m	2.92	2
第09134	m	2.92	2
500万	m	2.92	4
650万	m	2.92	4
打砸抢	v	2.91	10
便宜货	n	2.91	3
心里	s	2.91	11
佳能	nz	2.89	28
世界大战	nl	2.89	5
三角洲	n	2.89	5
伊斯兰	nz	2.88	4
westNanjingRoad	n	2.88	1
shimenNo.1Road	n	2.88	1
cHILDRENSFOOD	n	2.88	1
huaJiaMarriageShop	n	2.88	1
marriageShop	n	2.88	1
weddingService	n	2.88	1
homeeconomics	n	2.88	1
maidServices	n	2.88	1
maidforHire	n	2.88	1
yunGuangNewlyState	n	2.88	1
shangNongNewlyState	n	2.88	1
hUANGHEROADCATELIEFALLOWSTREET	n	2.88	1
liefallow	n	2.88	1
cnsphoto	n	2.88	1
2002	m	2.88	1
十二五	m	2.88	1
穿	v	2.87	9
刘	nr1	2.87	15
天津市	ns	2.87	44
爆	v	2.87	8
的哥	n	2.86	5
赶	v	2.86	9
大部分	m	2.86	12
破	v	2.85	7
照	v	2.85	7
波	n	2.85	7
丰田	nz	2.85	6
大爷	n	2.85	6
新型	b	2.85	10
红	a	2.85	21
身边	s	2.84	12
鱼	n	2.84	6
公	ng	2.84	11
知	v	2.84	8
洗	v	2.84	8
亲	ng	2.84	8
地下	s	2.84	8
待	vi	2.83	9
姜藤	nr	2.83	9
海外	s	2.83	9
遭	v	2.82	6
架	v	2.82	10
矿	n	2.82	10
租	v	2.82	8
沿海	f	2.82	13
酒	n	2.82	11
30日	t	2.81	17
巨额	b	2.81	9
死	v	2.81	11
源	ng	2.80	7
影	ng	2.80	7
狗	n	2.79	8
气	n	2.77	12
命运	n	2.77	3
全民	n	2.77	3
保值	vn	2.77	9
相对	d	2.77	14
完美	a	2.76	7
床	n	2.76	15
地图	n	2.76	17
主	n	2.73	14
通	v	2.71	12
环	n	2.71	16
生存	vn	2.71	4
重要性	n	2.71	4
描写	v	2.71	4
国道	n	2.71	4
男篮	n	2.71	4
孕产妇	n	2.71	4
东家	n	2.71	4
盛景	n	2.71	4
平行	vn	2.70	3
接洽	v	2.70	3
快慢	n	2.69	5
是的	vl	2.69	5
减	v	2.68	14
教育部	nt	2.67	7
究竟	d	2.66	9
难得	a	2.66	8
贴	v	2.65	6
流感	n	2.65	9
低落	a	2.65	6
相同	a	2.65	9
检	v	2.64	13
绝对	d	2.64	5
强大	a	2.62	5
walk	n	2.62	3
塔	n	2.61	7
世	ng	2.61	40
造	v	2.60	13
沈浩	nr	2.60	11
到底	d	2.60	4
学者	n	2.59	6
68	m	2.59	10
47	m	2.59	10
inglourious	n	2.59	2
basterds	n	2.59	2
a320	n	2.59	2
eL3e	n	2.59	2
pictBridge	n	2.59	2
12000	m	2.59	2
第52	m	2.59	2
60万	m	2.59	2
八十	m	2.59	2
50亿	m	2.59	2
21888	m	2.59	2
两三	m	2.59	2
1.70	m	2.59	2
宝路	nr2	2.59	2
西路	nr2	2.59	2
600万	m	2.59	2
27200	m	2.59	2
5600	m	2.59	2
300亿	m	2.59	2
100亿	m	2.59	2
22:30	m	2.59	2
23万	m	2.59	2
四万亿	m	2.59	2
4100300-0188-035798-9	m	2.59	2
一二三	m	2.59	2
3550	m	2.59	2
640×424	m	2.59	2
前期	f	2.58	8
敢	v	2.58	17
长远	a	2.57	7
密切	a	2.57	6
仅仅	d	2.57	6
强烈	a	2.57	4
高级	a	2.57	4
热闹	a	2.57	4
过分	a	2.57	4
惊喜	a	2.57	4
高昂	a	2.57	4
风流	a	2.57	4
吓	v	2.57	8
离谱	a	2.57	4
一模一样	al	2.57	4
复	vg	2.57	13
国外	s	2.57	7
众多	m	2.57	7
第五	m	2.57	7
下面	f	2.57	7
现在	t	2.57	78
海	n	2.56	11
置	v	2.56	15
友好	a	2.56	5
一致	a	2.56	5
落后	a	2.56	5
炒	v	2.55	7
天真	a	2.55	5
物	ng	2.55	40
原始	a	2.55	3
专项	b	2.55	7
爸	n	2.55	13
一度	d	2.54	5
3D	n	2.54	3
方	d	2.54	24
补	v	2.53	7
赚	v	2.53	7
陆	nr1	2.53	7
1799	m	2.53	3
15.3万	m	2.53	3
15.6%	m	2.53	3
3.6亿	m	2.53	3
红荔	nr2	2.53	3
留	v	2.53	12
传	v	2.53	9
日常	b	2.52	9
湾	v	2.52	13
