Word	Part-Of-Speech	Weight	Frequency
之内	f	1.83	8
肺炎	n	1.83	12
6	m	1.83	54
背后	f	1.82	17
严密	a	1.82	5
特定	b	1.82	9
多年	mq	1.82	6
十五	m	1.82	7
数千万	m	1.81	11
50	m	1.81	68
坊	ng	1.80	84
7	m	1.80	30
暴怒	a	1.79	11
断	v	1.79	7
CBDC	x	1.78	3
bOTLabs	x	1.78	3
数十	m	1.78	3
第七	m	1.78	3
8000	m	1.78	3
经贸	b	1.78	7
除此之外	al	1.78	5
tOP10	x	1.78	11
理	n	1.78	12
翻	v	1.78	6
解	v	1.77	8
@I	nr	1.76	6
terra	x	1.76	6
100%	m	1.76	5
pic	n	1.76	56
急	a	1.76	10
适当	a	1.75	2
活跃	a	1.75	2
激动	a	1.75	2
艰巨	a	1.75	2
圆满	a	1.75	2
maximum	a	1.75	4
妥善	ad	1.75	2
扎实	a	1.75	4
迫切	ad	1.75	2
平凡	a	1.75	4
不幸	a	1.75	2
欢乐	a	1.75	2
新鲜	a	1.75	2
艰辛	a	1.75	2
漂亮	a	1.75	2
严谨	a	1.75	2
清洁	a	1.75	2
惊人	a	1.75	2
尖锐	a	1.75	2
长久	a	1.75	2
完备	a	1.75	2
猖獗	a	1.75	2
ADA	n	1.75	2
正规	a	1.75	2
吃惊	a	1.75	2
低迷	a	1.75	2
用心	a	1.75	2
低廉	a	1.75	2
精确	ad	1.75	2
幼稚	a	1.75	2
粗糙	a	1.75	2
无聊	a	1.75	2
繁琐	a	1.75	2
不竭	a	1.75	4
弱小	a	1.75	2
丢人	a	1.75	2
糟糕	a	1.75	2
机敏	a	1.75	4
强悍	a	1.75	4
混沌	a	1.75	4
为此	bl	1.75	9
coinmarketcap	x	1.75	4
上千	m	1.75	4
数百	m	1.75	4
数千	m	1.75	4
训	v	1.75	3
途	ng	1.75	3
szRes	x	1.75	14
视	vg	1.74	13
2500万	m	1.74	8
key	n	1.74	5
绝望	an	1.74	5
登	v	1.73	7
签	v	1.73	7
怂	vg	1.73	7
好奇	a	1.73	6
GDF	x	1.73	16
赞	ng	1.72	9
header	a	1.72	41
丝	n	1.72	18
企	ng	1.72	11
x	n	1.71	18
笑	v	1.71	6
蓝	a	1.71	16
题	n	1.71	4
引	v	1.71	4
背	n	1.71	4
缺	v	1.71	4
付	v	1.71	4
铁	n	1.71	4
埋	v	1.71	4
嘴	n	1.71	4
抽	v	1.71	4
挡	v	1.71	4
杆	ng	1.71	4
蛇	n	1.71	4
五	m	1.71	29
q	n	1.71	14
use	n	1.71	3
民主	a	1.71	3
二	m	1.71	47
special	a	1.71	3
亲切	a	1.71	3
正当	a	1.71	3
薄弱	a	1.71	3
罕见	a	1.71	3
牢固	a	1.71	3
迅猛	ad	1.71	3
紧迫	a	1.71	3
畅通	an	1.71	3
敌对	a	1.71	3
火爆	a	1.71	6
残酷	a	1.71	3
慈善	a	1.71	3
难过	a	1.71	3
tnt	n	1.71	3
言	vg	1.71	6
售	v	1.70	5
翘	v	1.70	5
客	ng	1.70	15
OSL	x	1.70	8
千亿	m	1.70	5
diem	x	1.70	12
领	v	1.69	6
极	d	1.69	22
景	ng	1.68	6
兴	v	1.68	8
initial	a	1.68	15
非洲	nsf	1.68	40
致	v	1.68	5
脱	v	1.68	5
尼米兹	nrf	1.66	22
陈	nr1	1.66	7
万	m	1.66	38
坐	v	1.65	3
治	v	1.65	3
列	n	1.65	3
案	ng	1.65	3
联	vg	1.65	3
挑	v	1.65	3
替	vn	1.65	3
砸	v	1.65	6
射	v	1.65	3
塔	n	1.65	3
滴	v	1.65	3
扛	v	1.65	3
亡	vg	1.65	3
迷	v	1.65	6
恨	v	1.65	3
猜	v	1.65	3
猎	vg	1.65	3
hyphen	a	1.65	10
稳步	d	1.65	7
不仅仅	d	1.65	7
形	ng	1.64	11
纸	n	1.63	8
帮	v	1.63	6
漏	v	1.63	6
念	v	1.63	5
耐	v	1.63	5
财	n	1.63	21
linux	x	1.63	20
厂	n	1.62	4
交	ng	1.62	4
胜	v	1.62	4
修	v	1.62	4
林	ng	1.62	4
返	v	1.62	4
斗	v	1.62	4
id	v	1.62	4
译	v	1.62	2
岸	n	1.62	4
吓	v	1.62	4
纳	v	1.62	4
卫	ng	1.62	4
沃	vg	1.62	4
半	m	1.62	36
农产品	nt	1.61	7
o	nz	1.61	14
设	v	1.61	6
富	vg	1.61	6
流	v	1.61	6
干部	n	1.60	1
群众	n	1.60	1
time	n	1.60	3
社会主义	n	1.60	1
state	v	1.60	1
书记	n	1.60	1
体制	n	1.60	1
委员	n	1.60	1
届时	d	1.60	5
财政	n	1.60	1
school	n	1.60	8
number	n	1.60	2
粮食	n	1.60	3
natural	n	1.60	8
冒	v	1.60	5
土地	n	1.60	1
point	n	1.60	1
program	n	1.60	8
观念	n	1.60	1
days	n	1.60	4
need	n	1.60	8
country	n	1.60	3
团结	v	1.60	2
代表团	n	1.60	3
劳动	vn	1.60	1
老人	n	1.60	1
words	n	1.60	2
word	n	1.60	1
工人	n	1.60	1
office	nswyy	1.60	1
村民	n	1.60	1
south	nz	1.60	8
医院	n	1.60	1
石油	n	1.60	1
安置	v	1.60	1
法制	n	1.60	2
feel	v	1.60	3
free	a	1.60	10
town	n	1.60	2
局长	n	1.60	1
director	nr1	1.60	8
收费	vn	1.60	1
参观	v	1.60	1
文艺	n	1.60	1
view	n	1.60	4
考察	v	1.60	1
整顿	vn	1.60	1
秩序	n	1.60	1
决议	n	1.60	3
报纸	n	1.60	2
规律	n	1.60	4
作家	n	1.60	1
产业化	vn	1.60	3
品种	n	1.60	1
中华民族	n	1.60	2
professor	nr1	1.60	8
科学技术	n	1.60	2
工商	n	1.60	2
权力	n	1.60	1
当选	v	1.60	1
女子	n	1.60	1
带领	v	1.60	1
经济效益	n	1.60	1
办事	vn	1.60	1
不得	vi	1.60	1
武装	n	1.60	2
大局	n	1.60	2
results	n	1.60	1
推行	v	1.60	1
stock	n	1.60	1
food	n	1.60	3
总额	n	1.60	2
影片	n	1.60	1
团体	n	1.60	1
services	n	1.60	1
summer	n	1.60	1
治疗	vn	1.60	1
southern	n	1.60	1
record	n	1.60	1
真理	n	1.60	3
势头	n	1.60	1
club	n	1.60	1
民警	n	1.60	2
district	n	1.60	8
承诺	v	1.60	1
查处	v	1.60	1
拒绝	v	1.60	1
决赛	vn	1.60	1
接待	v	1.60	1
协商	vn	1.60	1
支出	n	1.60	1
STAR	nr1	1.60	1
FEAR	n	1.60	1
女儿	n	1.60	2
发达国家	nl	1.60	1
detailed	n	1.60	1
制裁	vn	1.60	1
清理	v	1.60	1
演员	n	1.60	2
安理会	n	1.60	3
转化	v	1.60	2
大事	n	1.60	3
减轻	v	1.60	1
加以	vx	1.60	1
生产总值	n	1.60	1
住宅	n	1.60	1
竞争力	n	1.60	1
财产	n	1.60	2
language	n	1.60	8
importance	n	1.60	1
shot	n	1.60	1
indicates	v	1.60	7
对外开放	vl	1.60	2
条例	n	1.60	1
总数	n	1.60	2
确立	vn	1.60	1
外贸	n	1.60	1
supply	n	1.60	1
james	nz	1.60	1
男子	n	1.60	1
救灾	vn	1.60	1
表彰	vn	1.60	2
艰苦奋斗	vl	1.60	1
称号	n	1.60	2
处罚	v	1.60	1
一生	n	1.60	1
全年	n	1.60	1
危害	vn	1.60	1
司机	n	1.60	1
missing	a	1.60	10
检验	v	1.60	1
news	n	1.60	1
商场	n	1.60	1
党组织	n	1.60	1
reasons	n	1.60	8
province	v	1.60	3
不易	a	1.60	5
提案	n	1.60	1
国情	n	1.60	1
develop	v	1.60	1
security	n	1.60	8
works	n	1.60	4
style	n	1.60	1
全军	n	1.60	1
手续	n	1.60	1
mary	nz	1.60	1
好事	n	1.60	1
气象	n	1.60	1
corporation	n	1.60	1
自治	vn	1.60	1
重组	v	1.60	5
重申	v	1.60	1
国企	n	1.60	1
增多	v	1.60	1
success	n	1.60	1
球队	n	1.60	1
上岗	vi	1.60	1
观看	v	1.60	2
节约	v	1.60	1
报刊	n	1.60	1
弘扬	v	1.60	1
百分点	n	1.60	1
厂家	n	1.60	1
缓解	v	1.60	1
陪同	v	1.60	1
speed	n	1.60	1
打工	vi	1.60	2
审查	vn	1.60	1
锻炼	v	1.60	2
赞赏	vn	1.60	1
offer	v	1.60	1
审批	v	1.60	1
房地产	n	1.60	2
家属	n	1.60	1
上级	n	1.60	1
index	n	1.60	1
check	n	1.60	1
话剧	n	1.60	1
两会	n	1.60	1
回家	vi	1.60	1
居住	v	1.60	1
memory	n	1.60	1
问候	v	1.60	1
纠正	v	1.60	1
通讯	n	1.60	1
post	n	1.60	40
党组	n	1.60	1
建交	vi	1.60	1
追究	v	1.60	1
账户	n	1.60	1
恶化	vi	1.60	1
platform	n	1.60	8
待遇	n	1.60	1
导向	n	1.60	1
鼓舞	vn	1.60	1
创造性	n	1.60	1
store	n	1.60	2
print	n	1.60	1
EVIL	n	1.60	1
房子	n	1.60	1
行长	n	1.60	1
法人	n	1.60	1
rain	n	1.60	1
广播	vn	1.60	1
营造	v	1.60	1
高于	v	1.60	2
境界	n	1.60	1
jones	nz	1.60	1
resources	n	1.60	8
performed	n	1.60	5
养殖	vn	1.60	1
杂志	n	1.60	1
connections	n	1.60	1
completed	vd	1.60	3
解除	v	1.60	1
中小企业	n	1.60	1
revolution	n	1.60	1
谴责	v	1.60	1
地质	n	1.60	1
戏剧	n	1.60	1
水果	n	1.60	1
温饱	n	1.60	2
占有	v	1.60	1
对策	n	1.60	1
约束	vn	1.60	1
message	n	1.60	1
心灵	n	1.60	1
候选人	n	1.60	1
期限	n	1.60	1
search	n	1.60	8
乘客	n	1.60	2
商店	n	1.60	1
天地	n	1.60	1
communication	n	1.60	1
assistant	n	1.60	8
办案	vi	1.60	2
草原	n	1.60	2
告别	vi	1.60	1
object	n	1.60	6
entity	vd	1.60	1
aircraft	njtgj	1.60	1
海湾	n	1.60	1
办公	vn	1.60	1
储蓄	vn	1.60	1
线路	n	1.60	1
私人	n	1.60	1
务实	vn	1.60	1
姑娘	n	1.60	1
火箭	n	1.60	1
基因	n	1.60	2
过渡	vi	1.60	1
刊登	v	1.60	1
充实	v	1.60	1
奥运会	n	1.60	2
出生	vi	1.60	1
敢于	v	1.60	1
回升	v	1.60	1
修建	v	1.60	1
dictionary	n	1.60	1
组合	vd	1.60	1
着重	vd	1.60	1
情景	n	1.60	1
称赞	v	1.60	1
违规	vn	1.60	1
goods	n	1.60	1
culture	n	1.60	1
视察	v	1.60	1
地点	n	1.60	1
诗人	n	1.60	3
联邦	n	1.60	1
生长	v	1.60	2
家园	n	1.60	1
攻关	vn	1.60	1
adam	nz	1.60	1
score	n	1.60	1
开幕式	n	1.60	2
实质	n	1.60	1
省市	n	1.60	2
国民党	n	1.60	1
补贴	vn	1.60	1
games	n	1.60	2
wood	n	1.60	1
担保	vn	1.60	2
利息	n	1.60	1
台阶	n	1.60	2
风景	n	1.60	1
好转	vi	1.60	1
details	n	1.60	1
垄断	vn	1.60	1
结论	n	1.60	3
mike	nz	1.60	1
generation	n	1.60	3
depends	v	1.60	1
纠纷	n	1.60	1
勇于	v	1.60	1
同行	n	1.60	1
坚定不移	vl	1.60	1
互利	vi	1.60	1
获奖	vi	1.60	1
营养	n	1.60	2
书籍	n	1.60	1
揭示	v	1.60	1
speaking	n	1.60	1
functions	n	1.60	1
证据	n	1.60	4
煤炭	n	1.60	1
老板	n	1.60	1
目光	n	1.60	1
兴办	v	1.60	1
奇迹	n	1.60	1
短缺	vn	1.60	1
投身	v	1.60	1
原料	n	1.60	1
珍惜	v	1.60	2
营业	vn	1.60	2
聘请	v	1.60	7
排除	v	1.60	1
chain	n	1.60	1
SURPRISE	n	1.60	1
pennsylvania	n	1.60	1
分工	vn	1.60	1
缩小	v	1.60	2
生机	n	1.60	1
增收	vn	1.60	1
取决于	v	1.60	1
依赖	v	1.60	1
所属	vn	1.60	2
comparisons	n	1.60	1
研究生	n	1.60	1
深情	n	1.60	1
零售	vn	1.60	1
限度	n	1.60	1
勇气	n	1.60	1
空调	n	1.60	1
围棋	n	1.60	2
书画	n	1.60	2
走过	v	1.60	1
grant	n	1.60	1
ANGER	n	1.60	1
凡是	nz	1.60	1
场地	n	1.60	2
自愿	v	1.60	1
誉为	v	1.60	1
研究员	n	1.60	1
品质	n	1.60	1
共产主义	n	1.60	1
招聘	v	1.60	1
实效	n	1.60	2
重任	n	1.60	1
resistance	n	1.60	1
percentage	n	1.60	2
直至	v	1.60	2
投向	v	1.60	1
舞蹈	n	1.60	1
农田	n	1.60	1
core	n	1.60	1
dean	nz	1.60	8
transportation	n	1.60	3
销毁	v	1.60	1
志愿	n	1.60	2
与会者	n	1.60	1
动摇	v	1.60	1
运转	vi	1.60	1
prepare	v	1.60	8
筹措	v	1.60	1
前列	n	1.60	7
股东	n	1.60	1
干涉	vn	1.60	1
获胜	vi	1.60	4
控股	vn	1.60	1
容量	n	1.60	1
去世	vi	1.60	1
保卫	vn	1.60	1
人间	n	1.60	1
颁奖	vn	1.60	1
情节	n	1.60	1
spending	n	1.60	1
load	n	1.60	1
lincoln	nz	1.60	1
步入	v	1.60	1
看见	v	1.60	1
月球	n	1.60	1
深感	v	1.60	1
倒闭	v	1.60	1
买方	n	1.60	1
人心	n	1.60	2
农场	n	1.60	1
communities	n	1.60	1
investment	n	1.60	1
航班	n	1.60	1
诗歌	n	1.60	1
振奋	v	1.60	1
价值观	n	1.60	1
占用	v	1.60	1
为首	vi	1.60	1
regions	n	1.60	1
抵押	v	1.60	7
会同	v	1.60	1
吸取	v	1.60	1
风光	n	1.60	2
造福	v	1.60	1
争论	v	1.60	1
联手	vi	1.60	1
清除	v	1.60	1
土壤	n	1.60	1
蔓延	vi	1.60	1
柜台	n	1.60	1
warren	nz	1.60	2
fail	v	1.60	8
进取	vi	1.60	1
策划	v	1.60	1
名将	n	1.60	2
债权	n	1.60	1
灵魂	n	1.60	1
请求	v	1.60	1
主编	n	1.60	1
空白	n	1.60	1
坚持不懈	vl	1.60	2
提起	v	1.60	2
长征	n	1.60	1
游泳	vi	1.60	1
防守	v	1.60	1
抵制	v	1.60	1
世人	n	1.60	1
纳税人	n	1.60	1
难关	n	1.60	1
气息	n	1.60	1
迈向	v	1.60	1
带头人	n	1.60	2
feature	n	1.60	1
yield	n	1.60	2
stores	n	1.60	1
法案	n	1.60	1
军营	n	1.60	1
学历	n	1.60	2
家电	n	1.60	1
心愿	n	1.60	1
北风	n	1.60	1
镜头	n	1.60	1
blog	n	1.60	8
calculated	vd	1.60	1
孤儿	n	1.60	1
统治	vn	1.60	1
队长	n	1.60	3
读物	n	1.60	1
关税	n	1.60	1
下滑	vn	1.60	1
看待	v	1.60	1
消灭	v	1.60	1
膨胀	vi	1.60	1
消费品	n	1.60	1
手法	n	1.60	2
license	n	1.60	2
收盘	vi	1.60	1
时节	n	1.60	1
差别	n	1.60	1
处长	n	1.60	1
停留	vi	1.60	1
教室	n	1.60	1
歌曲	n	1.60	2
否定	v	1.60	1
returns	n	1.60	1
互补	vi	1.60	1
大自然	n	1.60	1
强制	vd	1.60	1
天空	n	1.60	1
赞同	v	1.60	2
articles	n	1.60	5
动手	vi	1.60	1
器材	n	1.60	1
全国性	n	1.60	1
中小学生	n	1.60	1
透明度	n	1.60	1
领会	v	1.60	1
小事	n	1.60	1
关切	vn	1.60	1
夫妻	n	1.60	1
灾难	n	1.60	1
动用	v	1.60	1
白酒	n	1.60	1
金钱	n	1.60	1
侦查	vn	1.60	2
削减	v	1.60	1
理事国	n	1.60	1
partner	n	1.60	2
succeeds	vd	1.60	4
ignore	v	1.60	2
enterprise	n	1.60	2
机组	n	1.60	1
传授	vn	1.60	1
传媒	n	1.60	1
综合性	n	1.60	1
金融业	n	1.60	1
预定	vn	1.60	1
到期	vi	1.60	2
复苏	vi	1.60	1
留给	v	1.60	1
没收	v	1.60	2
美方	n	1.60	1
年会	n	1.60	3
后人	n	1.60	1
改正	v	1.60	1
一等奖	n	1.60	1
构筑	v	1.60	2
钻研	v	1.60	1
夺冠	vi	1.60	1
解散	v	1.60	1
当作	v	1.60	1
战略性	n	1.60	4
人道主义	n	1.60	1
宿舍	n	1.60	1
咖啡	n	1.60	1
爱情	n	1.60	2
厂商	n	1.60	2
对立	vi	1.60	2
漏洞	n	1.60	1
邻国	n	1.60	1
代替	v	1.60	1
grants	n	1.60	1
markets	n	1.60	1
libraries	n	1.60	6
graduate	n	1.60	8
施行	v	1.60	1
发育	vn	1.60	2
全家	n	1.60	1
过度	vd	1.60	1
大街	n	1.60	8
提请	v	1.60	1
偿还	v	1.60	1
水位	n	1.60	1
供电	vn	1.60	1
观测	vn	1.60	1
种族	n	1.60	1
视角	n	1.60	1
督促	v	1.60	1
涉嫌	v	1.60	1
游行	vi	1.60	2
进去	vf	1.60	1
tech	nz	1.60	3
define	v	1.60	7
促成	v	1.60	1
决不能	v	1.60	1
婴儿	n	1.60	2
高等学校	nl	1.60	1
电台	n	1.60	1
奉行	v	1.60	1
席位	n	1.60	3
序幕	n	1.60	2
转为	v	1.60	2
图案	n	1.60	1
通往	v	1.60	3
双手	n	1.60	1
mechanism	n	1.60	1
eugene	nz	1.60	1
在座	vi	1.60	1
星期	n	1.60	1
盘活	v	1.60	1
转岗	vn	1.60	1
厂房	n	1.60	1
祝福	vn	1.60	1
革新	vn	1.60	2
徘徊	vi	1.60	1
跟着	v	1.60	1
童话	n	1.60	1
布置	v	1.60	1
查出	v	1.60	1
实质性	n	1.60	2
执勤	vn	1.60	1
cloud	n	1.60	4
mining	nz	1.60	8
声誉	n	1.60	1
诱惑	vn	1.60	1
趋于	v	1.60	1
期刊	n	1.60	2
硬件	n	1.60	1
谅解	vn	1.60	1
爱好	n	1.60	1
风情	n	1.60	1
事态	n	1.60	1
产出	v	1.60	1
主角	n	1.60	1
管辖	vn	1.60	1
产物	n	1.60	1
当务之急	nl	1.60	2
分管	v	1.60	1
指控	v	1.60	1
inter	n	1.60	1
ford	nz	1.60	1
衔接	vn	1.60	1
飞跃	vn	1.60	5
河流	n	1.60	1
汲取	v	1.60	1
写道	v	1.60	1
失利	vn	1.60	1
姓名	n	1.60	1
寒风	n	1.60	1
商谈	v	1.60	1
礼物	n	1.60	1
捐助	v	1.60	3
联络	vn	1.60	1
足迹	n	1.60	1
牵头	vi	1.60	1
便民	v	1.60	2
送行	vi	1.60	1
界限	n	1.60	2
灯光	n	1.60	1
瞩目	vi	1.60	1
launches	n	1.60	1
运动会	n	1.60	1
致以	v	1.60	1
主旋律	n	1.60	1
休闲	vi	1.60	1
剩余	v	1.60	1
敬意	n	1.60	2
平等互利	vl	1.60	1
打动	v	1.60	1
对照	v	1.60	2
积压	v	1.60	1
激光	n	1.60	1
增至	v	1.60	1
物理	n	1.60	1
经商	vn	1.60	1
入学	vi	1.60	1
进来	vf	1.60	2
恐怖主义	n	1.60	1
中断	v	1.60	1
ACCESS	n	1.60	1
victor	n	1.60	1
gary	n	1.60	1
sharing	vi	1.60	8
frequency	n	1.60	1
热衷	v	1.60	1
物力	n	1.60	3
纪录片	n	1.60	2
名叫	v	1.60	1
上场	vi	1.60	1
悬挂	v	1.60	1
蓝图	n	1.60	1
文人	n	1.60	1
素养	n	1.60	1
观赏	v	1.60	2
电费	n	1.60	2
签名	vn	1.60	1
归来	vi	1.60	1
看作	v	1.60	1
纳粹	n	1.60	1
饺子	nms	1.60	1
基础性	n	1.60	1
震撼	v	1.60	1
社团	n	1.60	2
并存	vi	1.60	1
伪造	v	1.60	1
深表	v	1.60	1
伸出	v	1.60	1
反思	vn	1.60	1
得分	vi	1.60	1
攀登	v	1.60	3
滋生	vn	1.60	1
全文	n	1.60	1
探测	vn	1.60	1
SELECT	v	1.60	1
categories	n	1.60	2
散发	v	1.60	2
微观	n	1.60	1
感叹	v	1.60	1
入选	v	1.60	1
胸怀	n	1.60	1
示范区	n	1.60	1
位居	v	1.60	2
坐落	vi	1.60	1
昼夜	n	1.60	2
书刊	n	1.60	1
腾飞	vi	1.60	1
含有	v	1.60	4
诊断	v	1.60	1
透过	v	1.60	1
变更	vn	1.60	2
开学	vi	1.60	2
剖析	vn	1.60	1
评审	vn	1.60	1
余地	n	1.60	2
阶段性	n	1.60	1
名著	n	1.60	1
得失	n	1.60	2
规格	n	1.60	1
民主党	n	1.60	1
pause	n	1.60	9
场合	n	1.60	1
科学性	n	1.60	2
使命感	n	1.60	1
经济危机	nl	1.60	1
大风	n	1.60	1
答复	v	1.60	1
揭幕	vi	1.60	1
传出	v	1.60	1
脚步	n	1.60	1
婚礼	n	1.60	1
友人	n	1.60	1
亲情	n	1.60	4
票据	n	1.60	1
决定性	n	1.60	1
播放	v	1.60	2
学说	n	1.60	5
演变	vn	1.60	2
走廊	n	1.60	1
是非	n	1.60	1
立项	vn	1.60	1
聚会	vi	1.60	1
启迪	v	1.60	1
清华	nz	1.60	4
苦难	n	1.60	1
方方面面	n	1.60	1
stuart	nz	1.60	1
associate	n	1.60	8
documents	n	1.60	1
前人	n	1.60	1
改良	v	1.60	1
变迁	vn	1.60	1
变相	vi	1.60	1
低价	n	1.60	2
置身	v	1.60	2
妨碍	v	1.60	1
四方	n	1.60	2
接纳	v	1.60	1
老将	n	1.60	2
构思	vn	1.60	1
合力	n	1.60	2
交易日	n	1.60	1
分割	vn	1.60	1
表态	vi	1.60	1
奋进	vi	1.60	1
阵线	n	1.60	1
采矿	vn	1.60	2
总收入	n	1.60	1
收割	v	1.60	1
平常	n	1.60	1
崇敬	vn	1.60	1
动情	vi	1.60	1
邻居	n	1.60	1
精华	n	1.60	2
ventures	n	1.60	2
statistics	n	1.60	1
在校	vn	1.60	1
不畏	v	1.60	1
辩论	vn	1.60	1
友情	n	1.60	1
测算	v	1.60	1
时光	n	1.60	2
挤出	v	1.60	1
技术员	n	1.60	1
地图	n	1.60	1
黑色	n	1.60	1
盗窃	v	1.60	1
院所	n	1.60	2
阁下	n	1.60	1
羽毛球	n	1.60	2
耕耘	vi	1.60	2
审视	v	1.60	2
门票	n	1.60	1
分解	v	1.60	1
当家作主	vl	1.60	7
巨变	vi	1.60	1
入伍	vi	1.60	1
面包	n	1.60	1
时空	n	1.60	1
需求量	n	1.60	1
取向	n	1.60	4
侵蚀	vn	1.60	4
电池	n	1.60	1
博士生	n	1.60	2
转入	v	1.60	2
学期	n	1.60	2
混凝土	n	1.60	1
流向	v	1.60	1
牧场	n	1.60	1
铜像	n	1.60	1
闯入	v	1.60	1
serum	n	1.60	1
宪章	n	1.60	3
娃娃	n	1.60	2
显现	vn	1.60	1
高手	n	1.60	2
才华	n	1.60	1
租金	n	1.60	1
抛弃	v	1.60	2
放慢	v	1.60	1
巡逻	vi	1.60	1
事例	n	1.60	1
考生	n	1.60	2
立志	v	1.60	1
就任	v	1.60	1
撰文	vi	1.60	1
唯有	v	1.60	1
再说	vi	1.60	1
看成	v	1.60	1
前身	n	1.60	2
利用率	n	1.60	2
前辈	n	1.60	1
滋味	n	1.60	1
建树	n	1.60	1
备案	vi	1.60	1
股权	n	1.60	1
金色	n	1.60	4
上前	vi	1.60	1
道歉	vi	1.60	1
伤员	n	1.60	1
下班	vi	1.60	1
男单	n	1.60	2
名气	n	1.60	2
防伪	vn	1.60	4
尊敬	v	1.60	1
干活	vi	1.60	1
防震	vn	1.60	1
巨资	n	1.60	2
stocks	n	1.60	4
采纳	vn	1.60	4
八一	nz	1.60	1
搜集	v	1.60	1
汇总	v	1.60	1
反差	n	1.60	4
评论家	n	1.60	2
打响	v	1.60	1
还款	vn	1.60	1
营运	vi	1.60	1
噪音	n	1.60	1
神经	n	1.60	1
急于	v	1.60	1
首创	v	1.60	1
遍及	v	1.60	1
素有	v	1.60	1
勉励	v	1.60	1
普通人	n	1.60	2
攻势	n	1.60	1
升华	vn	1.60	1
跨入	v	1.60	1
好人	n	1.60	1
邮局	n	1.60	1
法宝	n	1.60	1
担当	v	1.60	1
广度	n	1.60	1
请问	v	1.60	1
无意	v	1.60	1
全身	n	1.60	1
里程	n	1.60	1
征用	v	1.60	1
举动	n	1.60	1
气体	n	1.60	1
内战	n	1.60	1
备战	vi	1.60	1
衰退	vi	1.60	1
拿下	v	1.60	1
INSERT	v	1.60	1
功绩	n	1.60	3
源源不断	vl	1.60	1
历代	n	1.60	1
云集	v	1.60	1
不容	v	1.60	1
出具	v	1.60	2
信用证	n	1.60	1
桂冠	n	1.60	1
同业	n	1.60	1
让步	vn	1.60	1
浮动	vn	1.60	1
淡水	n	1.60	1
署名	vi	1.60	2
自然科学	nl	1.60	1
特邀	vn	1.60	1
世界性	n	1.60	2
二等奖	n	1.60	1
核实	v	1.60	1
动机	n	1.60	1
发展史	n	1.60	1
波及	v	1.60	1
电梯	n	1.60	1
外观	n	1.60	1
蕴藏	v	1.60	1
侨务	n	1.60	2
蝴蝶	n	1.60	2
超额	vd	1.60	1
佳作	n	1.60	1
免疫	vn	1.60	1
带队	vi	1.60	1
歧视	vn	1.60	1
导师	n	1.60	2
学府	n	1.60	3
揭开	v	1.60	2
课题组	n	1.60	1
山川	n	1.60	1
本科	n	1.60	2
上诉	vn	1.60	1
供不应求	vl	1.60	1
通讯员	n	1.60	1
生理	n	1.60	1
瘫痪	vi	1.60	1
networks	n	1.60	1
duncan	n	1.60	1
earn	v	1.60	4
columbus	n	1.60	1
合成	vn	1.60	1
收录	v	1.60	1
失衡	vi	1.60	3
得主	n	1.60	4
执教	vi	1.60	1
外事	n	1.60	1
探明	v	1.60	2
联动	vn	1.60	1
波音	nz	1.60	1
教科书	n	1.60	1
药材	n	1.60	1
盛行	v	1.60	1
超市	n	1.60	1
指令	n	1.60	1
陷于	v	1.60	1
境地	n	1.60	1
层出不穷	vl	1.60	1
现存	v	1.60	3
主演	v	1.60	1
成年人	n	1.60	1
沙滩	n	1.60	7
厚望	n	1.60	2
附加	vn	1.60	1
海面	n	1.60	1
害怕	v	1.60	1
眼镜	n	1.60	1
刻不容缓	vl	1.60	1
扑灭	v	1.60	1
海滩	n	1.60	1
样式	n	1.60	1
节能	vi	1.60	1
书本	n	1.60	1
皮肤	n	1.60	2
精选	v	1.60	2
歌手	n	1.60	2
大片	n	1.60	2
回合	n	1.60	2
巨人	n	1.60	3
看上去	v	1.60	1
显露	v	1.60	1
众议院	n	1.60	1
行走	vi	1.60	2
cultures	n	1.60	1
配偶	n	1.60	1
看重	v	1.60	3
紧迫性	n	1.60	3
礼仪	n	1.60	1
主动权	n	1.60	2
下车	vi	1.60	1
灰色	n	1.60	1
预言	n	1.60	1
核电站	n	1.60	1
通话	vi	1.60	1
高价	n	1.60	1
保安	n	1.60	1
趣味	n	1.60	1
力作	n	1.60	2
碰到	v	1.60	1
录用	v	1.60	1
应试	vn	1.60	1
主要矛盾	nl	1.60	5
间断	vd	1.60	1
奖状	n	1.60	1
中外合资	nl	1.60	2
关门	vi	1.60	2
副教授	n	1.60	8
频率	n	1.60	1
进出	v	1.60	1
征程	n	1.60	1
横向	n	1.60	1
方法论	n	1.60	1
读本	n	1.60	2
缩影	n	1.60	1
重在	v	1.60	1
行事	vi	1.60	2
高楼	n	1.60	1
埋头苦干	vl	1.60	2
施加	v	1.60	1
老化	vi	1.60	1
价钱	n	1.60	1
惊叹	v	1.60	1
闪光	n	1.60	1
锐减	vi	1.60	1
得了	vi	1.60	1
老鼠	n	1.60	1
青山	n	1.60	1
实习	v	1.60	1
董事会	n	1.60	1
平反	vi	1.60	1
笔记	n	1.60	1
无关	v	1.60	1
汽油	n	1.60	1
国际法	n	1.60	2
会战	n	1.60	2
缴获	v	1.60	1
球星	n	1.60	1
daniel	nz	1.60	1
michael	nz	1.60	2
tower	n	1.60	2
import	n	1.60	1
互惠	vi	1.60	1
辞去	v	1.60	1
情谊	n	1.60	1
回想	v	1.60	1
